"EpisodeID","Episode","UserRating","UserVotes"
"S27E13","Love Is in the N2-O2-Ar-CO2-Ne-He-CH4",6.4,389
"S27E14","Gal of Constant Sorrow",6.6,439
"S27E15","Lisa the Veterinarian",6.3,376
"S27E16","The Marge-ian Chronicles",7.2,402
"S27E17","The Burns Cage",6.4,393
"S27E18","How Lisa Got Her Marge Back",6.3,369
"S27E19","Fland Canyon",7.1,384
"S27E20","To Courier with Love",6.7,338
"S27E21","Simprovised",6.3,379
"S27E22","Orange Is the New Yellow",6.9,376
"S28E1","Monty Burns' Fleeing Circus",6.3,454
"S28E2","Friends and Family",6.7,398
"S28E3","The Town",7.2,416
"S28E4","Treehouse of Horror XXVII",7.1,482
"S28E5","Trust But Clarify",6.5,348
"S28E6","There Will Be Buds",6.9,342
"S28E7","Havana Wild Weekend",6.2,338
"S28E8","Dad Behavior",6.8,322
"S28E9","The Last Traction Hero",6.5,298
"S28E10","The Nightmare After Krustmas",6.1,307
"S28E11","Pork and Burns",7.1,318
"S28E12","The Great Phatsby: Part 1",6.5,419
"S28E13","The Great Phatsby: Part 2",6.1,41
"S28E14","Fatzcarraldo",6.3,289
"S28E15","The Cad and the Hat",6.6,280
"S28E16","Kamp Krustier",6.8,275
"S28E17","22 for 30",6.6,282
"S28E18","A Father's Watch",7.0,266
"S28E19","The Caper Chase",6.2,300
"S28E20","Looking for Mr. Goodbart",7.1,282
"S28E21","Moho House",6.2,243
"S28E22","Dogtown",6.6,245
"S29E1","The Serfsons",6.7,329
"S29E2","Springfield Splendor",6.5,218
"S29E3","Whistler's Father",6.2,154
"S29E4","Treehouse of Horror XXVIII",7.1,186
